id_klienta,wiek,zawod,stan_cywilny,wyksztalcenie,debet,hipoteka,pozyczka,liczba_kontaktow,przerwa,poprzednie,poprzedni_wynik,zmiennosc_zatrudnienia,CPI,CCI,EURIBOR3M,wskaznik_zatrudnienia,rezultat
22478,37,admin.,married,university.degree,no,no,no,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
22479,31,blue-collar,married,professional.course,unknown,no,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
22480,39,admin.,single,university.degree,no,yes,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
22481,35,blue-collar,single,basic.4y,unknown,yes,no,15,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
22482,44,admin.,married,high.school,no,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
22483,33,technician,single,university.degree,no,yes,no,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
22484,51,blue-collar,married,basic.4y,no,yes,no,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
22485,37,technician,married,professional.course,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
22486,35,services,married,basic.9y,no,yes,yes,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
22487,48,admin.,single,university.degree,no,no,yes,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
22488,34,technician,married,professional.course,no,yes,no,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
22489,38,admin.,single,high.school,no,yes,no,2,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,no
22490,29,admin.,single,university.degree,no,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
22491,36,admin.,divorced,high.school,no,yes,no,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
22492,34,entrepreneur,single,university.degree,no,yes,no,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
22493,25,blue-collar,single,basic.9y,unknown,yes,no,9,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
22494,25,self-employed,single,university.degree,no,yes,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
22495,51,unemployed,married,basic.6y,no,no,no,2,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,yes
22496,39,blue-collar,divorced,basic.9y,no,unknown,unknown,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
22497,52,management,divorced,university.degree,no,yes,yes,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
22498,32,admin.,divorced,university.degree,no,no,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
22499,29,unemployed,divorced,high.school,no,no,no,2,999,0,nonexistent,-3.4,92.431,-26.9,0.743,5017.5,no
22500,43,admin.,married,university.degree,no,yes,yes,7,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
22501,34,admin.,married,university.degree,no,yes,no,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
22502,58,retired,married,high.school,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
22503,37,management,single,university.degree,no,no,no,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
22504,54,management,divorced,university.degree,no,no,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
22505,39,technician,married,professional.course,unknown,yes,yes,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
22506,29,entrepreneur,married,basic.6y,no,yes,yes,3,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
22507,23,student,single,unknown,no,no,no,2,16,1,success,-1.7,94.215,-40.3,0.876,4991.6,yes
22508,47,blue-collar,married,basic.4y,no,yes,yes,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
22509,49,management,married,university.degree,no,yes,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
22510,32,blue-collar,married,basic.4y,no,yes,no,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
22511,37,management,married,university.degree,no,no,no,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
22512,30,technician,single,professional.course,no,no,no,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
22513,31,admin.,married,university.degree,no,no,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
22514,40,admin.,single,professional.course,no,yes,no,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
22515,21,student,single,high.school,no,no,no,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
22516,80,retired,divorced,basic.4y,no,yes,no,1,999,0,nonexistent,-1.8,93.749,-34.6,0.642,5008.7,no
22517,33,admin.,single,high.school,no,yes,no,1,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no
22518,60,unknown,single,unknown,unknown,no,no,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
22519,31,technician,single,university.degree,no,yes,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
22520,28,blue-collar,married,basic.9y,no,no,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
22521,39,blue-collar,married,basic.6y,unknown,no,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
22522,45,entrepreneur,married,university.degree,no,no,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
22523,31,self-employed,married,basic.9y,no,no,no,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
22524,49,blue-collar,married,basic.4y,unknown,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
22525,35,blue-collar,married,basic.9y,no,no,no,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
22526,43,blue-collar,married,basic.6y,no,no,no,2,999,2,failure,-1.8,93.075,-47.1,1.415,5099.1,no
22527,44,blue-collar,married,high.school,no,no,no,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
22528,33,admin.,married,high.school,no,no,yes,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
22529,30,services,married,high.school,no,no,no,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
22530,40,blue-collar,married,basic.9y,unknown,yes,no,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
22531,31,admin.,single,university.degree,no,yes,yes,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
22532,39,admin.,married,university.degree,no,yes,yes,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
22533,38,blue-collar,divorced,high.school,no,yes,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
22534,54,management,married,unknown,no,yes,no,1,999,1,failure,-2.9,92.469,-33.6,1.072,5076.2,no
22535,49,admin.,married,university.degree,no,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
22536,23,management,single,university.degree,no,yes,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,yes
22537,31,management,single,university.degree,no,yes,no,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
22538,37,admin.,single,university.degree,no,no,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
22539,45,blue-collar,married,basic.9y,unknown,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
22540,43,admin.,divorced,high.school,no,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
22541,32,blue-collar,married,basic.9y,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
22542,54,technician,married,professional.course,no,no,yes,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
22543,30,admin.,married,university.degree,no,no,no,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
22544,32,blue-collar,married,basic.4y,unknown,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
22545,57,retired,married,professional.course,no,yes,no,6,999,0,nonexistent,-1.1,94.767,-50.8,1.031,4963.6,no
22546,24,admin.,married,high.school,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
22547,33,blue-collar,married,basic.9y,no,yes,no,3,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no
22548,37,blue-collar,divorced,basic.9y,no,yes,no,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,yes
22549,50,blue-collar,divorced,professional.course,no,yes,no,1,999,0,nonexistent,-1.1,94.767,-50.8,1.05,4963.6,yes
22550,30,admin.,married,basic.9y,no,yes,no,2,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,no
22551,24,admin.,married,high.school,no,no,yes,6,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
22552,36,technician,single,professional.course,unknown,yes,no,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
22553,32,management,single,university.degree,no,no,no,2,999,1,failure,-1.8,92.843,-50,1.703,5099.1,no
22554,34,blue-collar,married,basic.9y,no,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
22555,49,housemaid,single,high.school,unknown,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
22556,51,housemaid,married,basic.4y,unknown,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
22557,28,services,single,high.school,no,no,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
22558,40,admin.,single,university.degree,no,yes,yes,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
22559,57,blue-collar,married,unknown,no,no,no,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
22560,31,admin.,married,university.degree,no,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
22561,53,technician,single,professional.course,no,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
22562,40,services,married,high.school,unknown,no,no,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
22563,48,blue-collar,married,basic.4y,no,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
22564,50,blue-collar,married,basic.9y,no,yes,yes,3,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
22565,51,technician,married,professional.course,no,yes,no,1,0,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes
22566,31,self-employed,single,high.school,no,no,yes,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
22567,40,blue-collar,married,basic.6y,no,yes,no,3,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
22568,57,retired,single,university.degree,no,no,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
22569,47,admin.,married,university.degree,unknown,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
22570,47,blue-collar,married,basic.9y,no,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
22571,26,services,single,high.school,no,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
22572,43,admin.,single,university.degree,no,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
22573,45,blue-collar,married,basic.6y,no,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
22574,54,technician,single,university.degree,unknown,unknown,unknown,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
22575,26,technician,married,university.degree,no,yes,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
22576,40,blue-collar,single,professional.course,no,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
22577,29,admin.,single,university.degree,no,yes,no,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
22578,52,blue-collar,married,basic.4y,unknown,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
22579,30,admin.,single,high.school,no,yes,no,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
22580,30,housemaid,married,university.degree,no,yes,no,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
22581,39,technician,single,professional.course,no,yes,no,4,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
22582,37,admin.,married,professional.course,unknown,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
22583,59,management,married,university.degree,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
22584,24,blue-collar,single,basic.4y,no,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,yes
22585,42,housemaid,single,high.school,no,yes,no,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
22586,36,admin.,married,university.degree,no,yes,yes,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
22587,41,technician,married,basic.6y,no,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
22588,33,blue-collar,married,basic.9y,no,yes,no,5,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
22589,67,retired,single,university.degree,no,yes,yes,22,999,0,nonexistent,-1.8,92.843,-50,1.703,5099.1,no
22590,40,technician,married,professional.course,no,yes,no,2,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes
22591,40,admin.,married,university.degree,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
22592,50,technician,married,university.degree,no,no,yes,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
22593,55,unknown,married,university.degree,no,yes,no,1,999,0,nonexistent,-2.9,92.201,-31.4,0.854,5076.2,yes
22594,48,services,divorced,high.school,no,yes,yes,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
22595,41,entrepreneur,married,high.school,unknown,no,no,13,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
22596,33,technician,single,university.degree,no,no,no,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
22597,45,entrepreneur,divorced,university.degree,no,yes,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
22598,28,admin.,married,basic.6y,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
22599,30,unemployed,married,high.school,no,yes,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
22600,38,technician,married,high.school,no,no,no,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
22601,30,blue-collar,married,high.school,no,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
22602,33,blue-collar,married,basic.4y,unknown,no,no,12,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
22603,43,admin.,married,high.school,no,yes,no,2,3,2,success,-2.9,92.201,-31.4,0.838,5076.2,yes
22604,23,blue-collar,married,basic.9y,no,yes,no,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
22605,38,technician,married,professional.course,no,no,yes,1,999,0,nonexistent,-1.8,92.843,-50,1.757,5099.1,yes
22606,38,services,divorced,basic.6y,no,yes,no,2,10,1,success,-1.8,92.893,-46.2,1.291,5099.1,yes
22607,30,admin.,divorced,university.degree,no,no,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
22608,40,admin.,single,high.school,unknown,no,yes,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
22609,55,services,married,high.school,no,yes,no,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
22610,51,technician,married,professional.course,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
22611,29,admin.,single,high.school,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
22612,43,admin.,single,high.school,no,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
22613,61,admin.,married,high.school,no,yes,no,1,999,1,failure,-1.8,93.749,-34.6,0.638,5008.7,yes
22614,34,technician,married,high.school,no,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
22615,31,admin.,divorced,high.school,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
22616,43,technician,single,professional.course,no,no,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
22617,44,management,married,basic.9y,no,yes,no,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
22618,71,retired,married,university.degree,no,yes,yes,12,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,no
22619,37,technician,married,professional.course,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
22620,41,management,married,university.degree,no,yes,yes,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
22621,33,unemployed,divorced,professional.course,no,no,no,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
22622,41,admin.,divorced,university.degree,no,no,no,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
22623,43,technician,married,professional.course,unknown,no,no,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
22624,29,services,married,basic.9y,no,no,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
22625,44,technician,single,basic.6y,unknown,no,no,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
22626,38,admin.,married,university.degree,no,yes,no,30,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
22627,28,self-employed,married,university.degree,no,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
22628,30,technician,single,university.degree,unknown,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
22629,43,technician,married,high.school,no,no,no,7,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
22630,43,admin.,married,high.school,unknown,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
22631,34,services,single,high.school,no,no,no,16,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
22632,27,admin.,married,university.degree,no,unknown,unknown,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
22633,51,admin.,married,basic.9y,no,no,yes,3,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
22634,59,admin.,divorced,professional.course,unknown,yes,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
22635,38,blue-collar,married,basic.9y,no,yes,no,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes
22636,33,services,married,high.school,no,yes,no,1,999,2,failure,-1.8,92.893,-46.2,1.327,5099.1,no
22637,29,admin.,divorced,basic.9y,no,yes,no,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
22638,37,admin.,married,university.degree,no,yes,no,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
22639,50,admin.,married,high.school,no,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
22640,43,blue-collar,married,high.school,no,no,no,8,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
22641,43,admin.,single,university.degree,no,yes,no,6,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
22642,34,technician,divorced,unknown,no,yes,yes,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
22643,33,technician,married,university.degree,no,yes,no,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
22644,61,retired,married,basic.9y,no,no,no,3,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,no
22645,30,admin.,married,unknown,no,no,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
22646,25,technician,married,professional.course,no,no,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
22647,54,blue-collar,married,basic.9y,unknown,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
22648,43,technician,single,professional.course,no,yes,no,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
22649,43,admin.,single,university.degree,no,yes,no,20,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
22650,36,blue-collar,married,basic.9y,no,yes,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
22651,31,blue-collar,married,basic.4y,no,no,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,yes
22652,30,technician,single,university.degree,no,yes,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
22653,29,management,single,university.degree,no,no,yes,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
22654,37,admin.,single,high.school,no,yes,no,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
22655,55,retired,married,basic.4y,unknown,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
22656,32,admin.,married,university.degree,no,no,no,6,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
22657,32,services,married,high.school,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
22658,31,blue-collar,single,basic.9y,no,yes,no,2,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no
22659,48,blue-collar,married,basic.9y,no,yes,no,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
22660,27,admin.,married,university.degree,no,no,no,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
22661,40,admin.,married,high.school,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
22662,47,blue-collar,married,basic.9y,unknown,no,no,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
22663,78,retired,divorced,unknown,no,no,no,1,999,0,nonexistent,-1.7,94.055,-39.8,0.729,4991.6,yes
22664,45,admin.,divorced,university.degree,no,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
22665,48,admin.,divorced,high.school,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
22666,40,admin.,married,high.school,no,unknown,unknown,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
22667,36,admin.,married,university.degree,unknown,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
22668,41,blue-collar,married,basic.4y,no,no,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
22669,29,management,single,university.degree,no,no,no,1,999,2,failure,-3.4,92.431,-26.9,0.739,5017.5,no
22670,37,unemployed,married,university.degree,no,yes,no,3,2,2,success,-1.7,94.055,-39.8,0.723,4991.6,no
22671,40,self-employed,married,basic.4y,unknown,no,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
22672,37,entrepreneur,married,university.degree,no,no,yes,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
22673,35,blue-collar,married,basic.9y,no,yes,no,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
22674,34,housemaid,married,university.degree,no,no,no,3,4,1,success,-2.9,92.201,-31.4,0.873,5076.2,no
22675,43,technician,single,professional.course,no,no,no,1,999,0,nonexistent,-2.9,92.201,-31.4,0.825,5076.2,no
22676,47,technician,married,basic.9y,no,yes,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
22677,49,services,married,high.school,no,yes,no,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
22678,54,admin.,married,university.degree,unknown,yes,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
22679,49,admin.,single,university.degree,no,no,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
22680,30,services,single,high.school,no,no,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
22681,29,admin.,single,high.school,no,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
22682,39,admin.,married,university.degree,no,yes,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
22683,34,unemployed,married,university.degree,no,no,no,3,999,1,failure,-1.1,94.199,-37.5,0.882,4963.6,no
22684,46,blue-collar,married,basic.9y,no,no,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
22685,35,technician,married,unknown,unknown,yes,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
22686,37,entrepreneur,married,university.degree,no,yes,no,1,999,0,nonexistent,-2.9,92.963,-40.8,1.099,5076.2,no
22687,85,retired,married,basic.4y,no,yes,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,no
22688,59,housemaid,married,basic.6y,no,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
22689,30,technician,single,professional.course,no,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
22690,33,admin.,married,high.school,no,yes,no,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,no
22691,47,admin.,married,high.school,no,yes,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
22692,48,blue-collar,married,basic.9y,unknown,yes,no,6,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
22693,35,technician,single,professional.course,no,unknown,unknown,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
22694,32,housemaid,married,basic.6y,unknown,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
22695,35,technician,single,university.degree,no,yes,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
22696,39,admin.,single,unknown,no,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
22697,35,unemployed,single,university.degree,no,no,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
22698,27,admin.,married,high.school,no,yes,yes,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
22699,31,unemployed,married,university.degree,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
22700,43,blue-collar,married,basic.9y,no,no,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
22701,43,admin.,married,high.school,no,unknown,unknown,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
22702,31,blue-collar,single,basic.9y,no,no,no,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,yes
22703,55,retired,married,basic.9y,unknown,no,no,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
22704,48,unemployed,married,university.degree,no,yes,no,1,999,2,failure,-1.8,93.369,-34.8,0.646,5008.7,yes
22705,50,services,single,high.school,no,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
22706,34,services,married,basic.6y,unknown,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
22707,42,admin.,divorced,high.school,no,yes,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
22708,32,technician,single,university.degree,no,yes,no,2,999,0,nonexistent,-2.9,92.201,-31.4,0.854,5076.2,yes
22709,30,technician,married,high.school,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
22710,31,admin.,divorced,professional.course,no,yes,no,2,999,1,failure,-1.8,93.369,-34.8,0.655,5008.7,yes
22711,43,blue-collar,married,basic.9y,no,no,yes,1,3,1,success,-1.8,92.893,-46.2,1.264,5099.1,yes
22712,31,technician,divorced,university.degree,no,no,yes,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
