id_klienta,wiek,zawod,stan_cywilny,wyksztalcenie,debet,hipoteka,pozyczka,liczba_kontaktow,przerwa,poprzednie,poprzedni_wynik,zmiennosc_zatrudnienia,CPI,CCI,EURIBOR3M,wskaznik_zatrudnienia
46194,56,technician,married,university.degree,no,no,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
46195,22,admin.,single,university.degree,no,no,no,1,3,1,success,-1.7,94.055,-39.8,0.704,4991.6
46196,31,technician,single,university.degree,no,no,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
46197,57,technician,divorced,professional.course,no,yes,yes,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
46198,39,self-employed,married,basic.9y,unknown,yes,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
46199,33,admin.,married,university.degree,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
46200,34,admin.,divorced,university.degree,no,yes,yes,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
46201,36,admin.,single,university.degree,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
46202,37,management,married,unknown,no,no,no,2,999,1,failure,-0.1,93.2,-42,4.076,5195.8
46203,46,housemaid,single,basic.9y,unknown,no,no,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1
46204,55,technician,married,high.school,no,yes,no,1,999,1,failure,-3,92.713,-33,0.72,5023.5
46205,26,services,divorced,basic.6y,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
46206,57,retired,divorced,university.degree,no,no,no,6,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1
46207,35,admin.,single,high.school,no,yes,no,3,999,1,failure,-0.1,93.2,-42,4.021,5195.8
46208,39,admin.,single,high.school,no,no,yes,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
46209,30,management,single,high.school,no,no,yes,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
46210,34,technician,single,university.degree,no,yes,no,3,999,0,nonexistent,-1.7,94.215,-40.3,0.793,4991.6
46211,50,self-employed,unknown,basic.6y,no,no,no,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
46212,32,technician,married,university.degree,unknown,yes,no,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
46213,53,blue-collar,married,basic.4y,unknown,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
46214,46,blue-collar,married,basic.4y,no,yes,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
46215,57,admin.,divorced,university.degree,unknown,yes,yes,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
46216,42,blue-collar,married,basic.9y,unknown,yes,no,6,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
46217,38,admin.,single,university.degree,no,yes,no,2,999,0,nonexistent,-2.9,92.469,-33.6,0.914,5076.2
46218,38,technician,married,professional.course,no,no,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
46219,27,admin.,single,university.degree,unknown,no,yes,1,999,0,nonexistent,-1.7,94.215,-40.3,0.827,4991.6
46220,44,technician,single,professional.course,no,yes,no,11,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
46221,47,blue-collar,single,basic.6y,no,no,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
46222,33,blue-collar,married,basic.9y,no,yes,no,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
46223,30,blue-collar,married,basic.9y,no,no,no,6,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
46224,37,blue-collar,single,basic.9y,unknown,yes,yes,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
46225,39,housemaid,married,professional.course,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
46226,52,admin.,married,high.school,no,yes,no,2,999,1,failure,-0.1,93.2,-42,4.12,5195.8
46227,26,technician,single,university.degree,no,yes,yes,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
46228,25,self-employed,divorced,university.degree,no,no,yes,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
46229,58,services,divorced,professional.course,no,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
46230,25,blue-collar,single,basic.9y,unknown,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191
46231,33,blue-collar,married,basic.9y,no,no,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
46232,33,blue-collar,single,basic.9y,no,yes,yes,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
46233,55,blue-collar,married,basic.4y,unknown,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
46234,38,services,married,high.school,no,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
46235,49,housemaid,married,basic.4y,unknown,yes,no,10,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
46236,60,admin.,married,basic.9y,no,yes,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
46237,62,unknown,married,professional.course,no,no,no,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2
46238,55,admin.,married,high.school,no,yes,no,5,999,1,failure,-2.9,92.963,-40.8,1.215,5076.2
46239,46,admin.,married,high.school,no,yes,no,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
46240,35,admin.,married,university.degree,no,no,no,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
46241,59,entrepreneur,divorced,high.school,unknown,yes,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
46242,29,housemaid,single,high.school,no,yes,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
46243,56,technician,divorced,university.degree,no,no,no,2,3,1,success,-3.4,92.649,-30.1,0.716,5017.5
46244,51,blue-collar,married,basic.4y,unknown,no,yes,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
46245,28,admin.,married,university.degree,no,yes,yes,3,999,1,failure,-3.4,92.379,-29.8,0.797,5017.5
46246,46,services,married,high.school,unknown,no,no,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
46247,35,blue-collar,single,unknown,no,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
46248,21,student,single,basic.4y,no,no,no,2,999,0,nonexistent,-1.8,92.843,-50,1.52,5099.1
46249,31,technician,single,professional.course,no,yes,no,1,999,1,failure,-1.1,94.601,-49.5,0.982,4963.6
46250,48,blue-collar,married,basic.9y,no,no,no,9,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
46251,53,technician,married,high.school,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
46252,24,entrepreneur,married,university.degree,unknown,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191
46253,28,admin.,single,university.degree,no,no,no,1,17,1,success,-1.1,94.601,-49.5,0.965,4963.6
46254,23,technician,single,high.school,no,no,no,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1
46255,32,admin.,single,university.degree,no,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
46256,37,self-employed,married,basic.9y,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191
46257,30,admin.,single,university.degree,no,yes,no,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
46258,34,technician,married,professional.course,no,yes,no,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
46259,39,admin.,single,university.degree,no,yes,no,4,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1
46260,25,admin.,single,university.degree,no,no,no,5,3,1,success,-3.4,92.649,-30.1,0.714,5017.5
46261,52,housemaid,married,basic.6y,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
46262,42,technician,divorced,basic.9y,no,no,no,22,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
46263,43,blue-collar,married,unknown,no,yes,no,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
46264,48,blue-collar,married,basic.9y,no,yes,no,3,999,2,failure,-1.8,93.075,-47.1,1.445,5099.1
46265,33,unemployed,married,basic.9y,no,yes,yes,6,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
46266,47,technician,married,high.school,unknown,yes,no,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
46267,39,blue-collar,divorced,basic.9y,unknown,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
46268,39,management,married,university.degree,no,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
46269,47,entrepreneur,married,basic.6y,unknown,no,no,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
46270,38,blue-collar,single,basic.9y,unknown,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
46271,28,admin.,married,high.school,no,no,no,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
46272,31,blue-collar,married,basic.6y,unknown,no,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
46273,32,admin.,married,university.degree,no,yes,no,2,999,0,nonexistent,-2.9,92.201,-31.4,0.854,5076.2
46274,46,technician,single,university.degree,no,no,no,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
46275,36,services,married,high.school,unknown,no,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
46276,23,management,single,university.degree,no,no,yes,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
46277,66,housemaid,married,basic.4y,no,no,no,2,999,0,nonexistent,-1.7,94.215,-40.3,0.876,4991.6
46278,33,technician,single,basic.9y,no,yes,no,1,999,0,nonexistent,-3.4,92.379,-29.8,0.741,5017.5
46279,40,blue-collar,married,basic.4y,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
46280,58,blue-collar,divorced,basic.4y,no,yes,no,5,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
46281,26,unknown,single,basic.9y,no,yes,yes,1,3,1,success,-1.8,92.893,-46.2,1.264,5099.1
46282,35,technician,single,university.degree,no,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
46283,56,admin.,divorced,high.school,no,yes,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
46284,49,technician,married,professional.course,no,yes,no,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8
46285,47,technician,married,professional.course,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
46286,32,admin.,single,high.school,no,yes,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
46287,41,services,married,high.school,no,no,no,6,999,0,nonexistent,-1.8,92.843,-50,1.778,5099.1
46288,31,blue-collar,single,high.school,no,yes,no,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
46289,52,self-employed,single,university.degree,unknown,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
46290,36,services,divorced,high.school,no,no,yes,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
46291,45,blue-collar,divorced,basic.9y,no,yes,no,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191
46292,32,blue-collar,married,basic.6y,unknown,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
46293,32,student,single,university.degree,no,yes,no,12,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
46294,64,housemaid,married,basic.4y,no,yes,no,1,999,0,nonexistent,-3.4,92.649,-30.1,0.722,5017.5
46295,41,admin.,single,university.degree,no,yes,no,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8
46296,44,blue-collar,married,basic.6y,no,no,yes,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
46297,50,entrepreneur,married,basic.4y,unknown,yes,no,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
46298,59,admin.,divorced,university.degree,unknown,unknown,unknown,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
46299,48,unknown,married,unknown,no,yes,no,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
46300,28,admin.,single,university.degree,no,yes,no,4,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1
46301,57,admin.,divorced,university.degree,unknown,no,no,4,999,1,failure,-0.1,93.2,-42,4.021,5195.8
46302,32,blue-collar,married,basic.6y,no,yes,yes,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
46303,38,blue-collar,divorced,basic.9y,no,no,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
46304,35,management,married,university.degree,no,yes,no,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
46305,50,unknown,married,basic.4y,unknown,no,yes,4,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1
46306,28,blue-collar,single,professional.course,no,yes,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
46307,48,management,divorced,university.degree,unknown,no,no,6,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
46308,43,blue-collar,married,basic.6y,no,no,no,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
46309,51,blue-collar,married,basic.4y,no,yes,yes,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
46310,41,management,single,basic.9y,no,no,no,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
46311,37,housemaid,married,basic.6y,unknown,no,no,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
46312,28,student,single,university.degree,no,yes,no,3,11,2,failure,-1.8,93.075,-47.1,1.453,5099.1
46313,32,services,single,professional.course,no,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191
46314,33,unemployed,married,high.school,unknown,yes,yes,8,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
46315,51,admin.,divorced,university.degree,no,yes,yes,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
46316,28,admin.,single,university.degree,no,no,no,1,999,2,failure,-2.9,92.201,-31.4,0.883,5076.2
46317,35,unemployed,married,university.degree,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
46318,59,admin.,single,university.degree,no,yes,yes,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191
46319,32,technician,single,university.degree,no,yes,yes,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
46320,32,technician,single,university.degree,no,no,no,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
46321,31,admin.,single,university.degree,no,yes,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
46322,32,blue-collar,divorced,basic.9y,unknown,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
46323,46,blue-collar,married,basic.4y,no,yes,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
46324,45,management,married,basic.9y,no,no,yes,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
46325,31,technician,married,university.degree,no,yes,no,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
46326,50,blue-collar,married,basic.6y,unknown,no,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
46327,26,technician,single,university.degree,no,no,no,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
46328,48,management,married,unknown,no,yes,yes,3,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8
46329,28,admin.,single,professional.course,no,no,yes,1,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1
46330,34,admin.,single,university.degree,no,yes,no,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2
46331,74,retired,married,basic.4y,unknown,yes,no,2,6,1,success,-2.9,92.201,-31.4,0.843,5076.2
46332,38,services,single,high.school,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
46333,37,entrepreneur,married,university.degree,unknown,yes,no,8,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
46334,41,blue-collar,married,basic.4y,unknown,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
46335,31,student,single,university.degree,unknown,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
46336,39,retired,single,high.school,no,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
46337,33,technician,single,university.degree,no,yes,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
46338,32,blue-collar,married,basic.9y,no,yes,yes,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
46339,35,technician,single,professional.course,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
46340,41,technician,married,high.school,no,no,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
46341,34,blue-collar,married,basic.9y,no,no,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
46342,33,blue-collar,single,basic.9y,no,yes,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
46343,50,blue-collar,married,basic.9y,unknown,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
46344,32,self-employed,married,basic.6y,no,no,no,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
46345,25,services,single,unknown,no,yes,no,1,999,0,nonexistent,-1.7,94.055,-39.8,0.702,4991.6
46346,35,technician,married,professional.course,no,no,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
46347,51,management,married,university.degree,unknown,no,no,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
46348,54,admin.,married,university.degree,no,no,no,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
46349,32,blue-collar,married,professional.course,no,yes,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
46350,34,blue-collar,married,basic.4y,unknown,no,no,6,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
46351,37,blue-collar,married,basic.9y,no,yes,yes,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
46352,45,management,single,basic.9y,no,yes,no,3,999,1,failure,-0.1,93.2,-42,4.076,5195.8
46353,26,self-employed,single,university.degree,no,yes,no,1,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6
46354,45,housemaid,married,basic.4y,no,no,no,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
46355,32,admin.,single,university.degree,no,yes,yes,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
46356,36,admin.,single,university.degree,no,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
46357,26,admin.,single,basic.9y,no,yes,yes,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
46358,34,blue-collar,married,basic.4y,unknown,no,no,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
46359,55,unemployed,married,high.school,no,yes,yes,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
46360,42,unknown,single,university.degree,no,no,no,6,999,0,nonexistent,-1.7,94.215,-40.3,0.885,4991.6
46361,46,blue-collar,married,basic.4y,no,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
46362,54,blue-collar,married,high.school,no,yes,yes,7,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
46363,28,entrepreneur,married,basic.4y,unknown,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
46364,47,admin.,married,university.degree,no,no,no,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
46365,32,management,single,university.degree,no,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
46366,50,management,married,university.degree,unknown,no,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
46367,24,student,single,high.school,no,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
46368,46,technician,divorced,professional.course,no,no,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
46369,43,admin.,married,university.degree,no,unknown,unknown,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
46370,41,blue-collar,married,basic.9y,unknown,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
46371,46,admin.,married,high.school,unknown,yes,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
46372,43,management,married,university.degree,no,no,no,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2
46373,33,blue-collar,married,basic.9y,no,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
46374,30,technician,single,professional.course,no,yes,no,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
46375,48,admin.,divorced,high.school,unknown,yes,yes,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
46376,42,blue-collar,married,basic.6y,unknown,no,no,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
46377,32,admin.,married,high.school,unknown,yes,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
46378,33,blue-collar,married,basic.9y,no,yes,yes,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8
46379,52,blue-collar,married,basic.4y,no,yes,no,6,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
46380,37,admin.,single,high.school,no,no,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
46381,28,admin.,single,university.degree,no,yes,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
46382,33,management,married,university.degree,no,no,no,7,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
46383,28,blue-collar,married,basic.9y,no,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
46384,42,housemaid,married,high.school,no,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
46385,74,retired,divorced,basic.4y,no,yes,no,2,999,0,nonexistent,-1.1,94.601,-49.5,1,4963.6
46386,31,services,married,basic.9y,no,yes,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
46387,28,management,married,university.degree,no,no,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
46388,34,technician,married,professional.course,no,yes,no,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
46389,34,technician,single,university.degree,no,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
46390,39,technician,married,university.degree,no,yes,yes,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
46391,30,admin.,single,university.degree,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
46392,49,admin.,single,unknown,unknown,unknown,unknown,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
46393,29,admin.,single,high.school,no,yes,no,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
46394,58,retired,married,unknown,unknown,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
46395,38,technician,married,university.degree,no,yes,no,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
46396,32,admin.,single,university.degree,no,yes,no,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2
46397,35,technician,married,professional.course,no,no,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
46398,32,retired,married,high.school,no,no,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191
46399,48,unemployed,married,university.degree,no,yes,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
46400,51,management,married,university.degree,no,no,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
46401,33,management,married,university.degree,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
46402,42,admin.,married,university.degree,no,no,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
46403,46,blue-collar,married,basic.4y,unknown,yes,yes,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
46404,33,self-employed,married,basic.9y,unknown,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
46405,34,admin.,single,high.school,no,unknown,unknown,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
46406,44,unknown,married,professional.course,unknown,no,yes,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
46407,34,admin.,single,university.degree,no,yes,no,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191
46408,33,technician,divorced,professional.course,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
46409,52,admin.,single,basic.9y,no,yes,no,1,6,1,success,-0.1,93.2,-42,4.153,5195.8
46410,50,technician,married,professional.course,no,yes,no,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8
46411,35,technician,married,professional.course,no,no,yes,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
46412,43,blue-collar,married,basic.9y,no,no,no,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
46413,32,technician,divorced,high.school,no,no,no,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
46414,46,admin.,married,university.degree,no,yes,no,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
46415,29,technician,married,unknown,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
46416,47,blue-collar,divorced,basic.9y,unknown,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
46417,53,technician,married,professional.course,no,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
46418,34,blue-collar,married,basic.4y,no,yes,yes,4,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
46419,32,admin.,married,university.degree,no,yes,no,1,999,0,nonexistent,-1.8,92.843,-50,1.52,5099.1
46420,46,management,married,basic.9y,no,yes,yes,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
46421,36,self-employed,divorced,basic.9y,no,yes,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
46422,37,admin.,married,university.degree,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191
46423,29,admin.,single,university.degree,no,yes,yes,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
46424,32,admin.,single,university.degree,no,no,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
46425,45,technician,single,professional.course,no,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
46426,31,admin.,married,university.degree,no,yes,no,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
46427,31,blue-collar,married,basic.6y,no,yes,no,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
46428,33,blue-collar,married,basic.9y,no,no,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
46429,42,services,divorced,high.school,no,no,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
46430,49,blue-collar,married,basic.9y,unknown,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
46431,33,services,divorced,unknown,no,no,yes,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
46432,72,retired,divorced,basic.6y,no,yes,no,1,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5
46433,29,admin.,married,high.school,no,no,no,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1
46434,39,blue-collar,divorced,basic.6y,unknown,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
46435,62,self-employed,married,university.degree,unknown,no,no,1,999,0,nonexistent,-3.4,92.379,-29.8,0.741,5017.5
